Product	Product information				One-to-one comparison					Source			Individual analyte levels reported																			Additional information		Supporting fields for one-to-one comparison			DRI	
	Category	Country	Reported packaging type	Sample size (n)	Summarized findings (ng/serving)	Compounds tested	Phthalates (ng/serving)	Phthalate substitutes (ng/serving)	Bisphenols (ng/serving)	Author	Title	Published	Reporting format	Mean DBP (ng/g)	Mean BBP (ng/g)	Mean DEHP (ng/g)	Mean DINP (ng/g)	Mean DIDP (ng/g)	Mean DMP (ng/g)	Mean DEP (ng/g)	Mean DIBP (ng/g)	Mean DNHP (ng/g)	Mean DCHP (ng/g)	Mean DNOP (ng/g)	Mean DIDA (ng/g)	Mean DEHA (ng/g)	Mean DINCH (ng/g)	Mean DEHT (ng/g)	Mean BPA (ng/g)	Mean BPS (ng/g)	Mean BPF (ng/g)	Serving size (g)	Notes	Phthalates (n)	Phthalate substitutes (n)	Bisphenols (n)	Created	Reviewed
Pork loin center chop, boneless	Meat and poultry	Canada	Cling film over tray	1	2,600,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	2,600,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	26,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin center cut chop, boneless	Meat and poultry	Canada	Cling film over tray	1	1,100,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	1,100,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork rib chop, boneless	Meat and poultry	Canada	Cling film over tray	1	260,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	260,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,600	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork sirloin chops, boneless	Meat and poultry	Canada	Cling film over tray	1	810,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	810,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8,100	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork rib chop	Meat and poultry	Canada	Cling film over tray	1	1,000,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	1,000,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork rib chop	Meat and poultry	Canada	Cling film over tray	1	1,100,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	1,100,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin center chops, boneless	Meat and poultry	Canada	Cling film over tray	1	230,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	230,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,300	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork ground	Meat and poultry	Canada	Cling film over deep tray, meat did not touch film	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin center chops, boneless	Meat and poultry	Canada	Cling film over tray	1	750,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	750,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7,500	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin center chops	Meat and poultry	Canada	Cling film over tray	1	200,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	200,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin center chop, boneless	Meat and poultry	Canada	Cling film over tray	1	890,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	890,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8,900	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork sirloin chop, boneless	Meat and poultry	Canada	Cling film over tray	1	620,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	620,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6,200	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork chop center & rib, boneless	Meat and poultry	Canada	Cling film over tray	1	230,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	230,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,300	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin chops center and rib, boneless	Meat and poultry	Canada	Cling film over tray	1	210,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	210,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,100	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Pork loin chops center and rib, boneless	Meat and poultry	Canada	Cling film over tray	1	360,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	360,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3,600	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Atlantic salmon fillets at grocery store B	Seafood	Canada	Cling film over tray	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon portions at grocery store B	Seafood	Canada	Cling film over tray	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Rainbow trout fillets at grocery store B	Seafood	Canada	Cling film over tray	1	2,550,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	2,550,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	17,000	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon fillets at grocery store B	Seafood	Canada	Cling film over tray	1	675,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	675,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,500	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon fillets, skinless at grocery store B	Seafood	Canada	Cling film over tray	1	510,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	510,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3,400	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Salmon portion at grocery store C	Seafood	Canada	Cling film over tray	1	126,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	126,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	840	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon fillets at grocery store C	Seafood	Canada	Cling film over tray	1	690,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	690,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,600	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Rainbow trout fillet at grocery store C	Seafood	Canada	Cling film over tray	1	705,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	705,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,700	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Wild sockeye salmon fillets at grocery store C	Seafood	Canada	Cling film over tray	1	390,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	390,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,600	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Wild red spring salmon fillet at grocery store C	Seafood	Canada	Cling film over tray	1	1,650,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	1,650,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	11,000	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon portion at grocery store C	Seafood	Canada	Bag with foil outer layer and waxed paper inner layer	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon fillets at grocery store D	Seafood	Canada	Cling film over tray	1	870,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	870,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5,800	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon fillets at grocery store D	Seafood	Canada	Cling film over tray	1	1,050,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	1,050,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	7,000	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon portion at grocery store D	Seafood	Canada	Cling film over tray	1	1,950,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	1,950,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	13,000	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Sockeye salmon at grocery store D	Seafood	Canada	Cling film over tray	1	255,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	255,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1,700	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Atlantic salmon fillets at grocery store D	Seafood	Canada	Cling film over tray	1	990,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	990,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6,600	N/A	N/A	N/A	N/A	N/A	150		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store B	Meat and poultry	Canada	Cling film over tray	1	840,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	840,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8,400	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store B	Meat and poultry	Canada	Cling film over tray, only small portion of meat touched film	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store B	Meat and poultry	Canada	Cling film over tray	1	370,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	370,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3,700	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store B	Meat and poultry	Canada	Cling film over tray	1	420,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	420,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,200	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store B	Meat and poultry	Canada	Cling film over tray	1	200,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	200,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store B	Meat and poultry	Canada	Cling film over tray	1	120,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	120,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1,200	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store B	Meat and poultry	Canada	Cling film over tray	1	400,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	400,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,000	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store B	Meat and poultry	Canada	Cling film over tray	1	470,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	470,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,700	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store B	Meat and poultry	Canada	Cling film over tray	1	460,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	460,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4,600	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store B	Meat and poultry	Canada	Cling film over tray	1	670,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	670,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6,700	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store C	Meat and poultry	Canada	Cling film over tray	1	35,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	35,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	350	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store C	Meat and poultry	Canada	Cling film over tray	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store C	Meat and poultry	Canada	Cling film over tray	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store C	Meat and poultry	Canada	Cling film over tray, only small portion of meat touched film	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breast, grocery store C	Meat and poultry	Canada	Cling film over tray	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store C	Meat and poultry	Canada	Cling film over tray, only small portion of meat touched film	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store C	Meat and poultry	Canada	Cling film over deep tray, meat did not touch film	1	0 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	0	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store C	Meat and poultry	Canada	Cling film over tray	1	37,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	37,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	370	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store C	Meat and poultry	Canada	Cling film over tray	1	150,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	150,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1,500	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store C	Meat and poultry	Canada	Cling film over tray	1	72,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	72,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	720	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken breasts, grocery store D	Meat and poultry	Canada	Cling film over tray	1	110,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	110,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1,100	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
Chicken thighs, grocery store D	Meat and poultry	Canada	Cling film over tray	1	130,000 ng/serving for 1 phthalate substitutes	Phthalate substitutes: DEHA	0	130,000	0	Cao et al.	Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films	2014	direct measurement	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1,300	N/A	N/A	N/A	N/A	N/A	100		0	1	0	Richel	Yaroslav
